item_id,rater_uid,feedback,gmt_create,cleaned_text,tokens,filtered_tokens,sentiment_score,sentiment_label
i25,u1539,质量 太 好 了 ， 穿 起来 很 舒服 ， 不 起 球 。 太 棒 了 。 ,2014-09-12 10:54:22,质量 太 好 了  穿 起来 很 舒服  不 起 球  太 棒 了  ,"['质量', ' ', '太', ' ', '好', ' ', '了', ' ', ' ', '穿', ' ', '起来', ' ', '很', ' ', '舒服', ' ', ' ', '不', ' ', '起', ' ', '球', ' ', ' ', '太', ' ', '棒', ' ', '了', ' ', ' ']","['质量', ' ', '太', ' ', ' ', ' ', ' ', '穿', ' ', '起来', ' ', ' ', '舒服', ' ', ' ', ' ', ' ', '球', ' ', ' ', '太', ' ', '棒', ' ', ' ', ' ']",1,Positive
i25,u132,宝贝 特别 好 ， 过 些 日子 就 可以 穿 了 ， 好 棒 ， 好 棒 ,2014-09-19 18:09:10,宝贝 特别 好  过 些 日子 就 可以 穿 了  好 棒  好 棒 ,"['宝贝', ' ', '特别', ' ', '好', ' ', ' ', '过', ' ', '些', ' ', '日子', ' ', '就', ' ', '可以', ' ', '穿', ' ', '了', ' ', ' ', '好', ' ', '棒', ' ', ' ', '好', ' ', '棒', ' ']","['宝贝', ' ', '特别', ' ', ' ', ' ', ' ', ' ', '日子', ' ', ' ', ' ', '穿', ' ', ' ', ' ', ' ', '棒', ' ', ' ', ' ', '棒', ' ']",2,Positive
i25,u23,宝贝 收到 后 ， 感觉 还 不错 ， 摸 着 手感 也 很 好 ， 总之 一个 字 ， 好 ！ ,2014-09-10 19:57:52,宝贝 收到 后  感觉 还 不错  摸 着 手感 也 很 好  总之 一个 字  好  ,"['宝贝', ' ', '收到', ' ', '后', ' ', ' ', '感觉', ' ', '还', ' ', '不错', ' ', ' ', '摸', ' ', '着', ' ', '手感', ' ', '也', ' ', '很', ' ', '好', ' ', ' ', '总之', ' ', '一个', ' ', '字', ' ', ' ', '好', ' ', ' ']","['宝贝', ' ', '收到', ' ', ' ', ' ', '感觉', ' ', ' ', '不错', ' ', ' ', '摸', ' ', ' ', '手感', ' ', ' ', ' ', ' ', ' ', ' ', '一个', ' ', '字', ' ', ' ', ' ', ' ']",1,Positive
i25,u2443,老妈 穿 上 很 喜欢 ， 东西 也 很 好 ， 物美价廉 ， 邻居 也 想 要 几 条 了 ， 很 不错 ， 还 可以 踩脚   服务 很 好 ,2014-09-28 15:27:16,老妈 穿 上 很 喜欢  东西 也 很 好  物美价廉  邻居 也 想 要 几 条 了  很 不错  还 可以 踩脚   服务 很 好 ,"['老妈', ' ', '穿', ' ', '上', ' ', '很', ' ', '喜欢', ' ', ' ', '东西', ' ', '也', ' ', '很', ' ', '好', ' ', ' ', '物美价廉', ' ', ' ', '邻居', ' ', '也', ' ', '想', ' ', '要', ' ', '几', ' ', '条', ' ', '了', ' ', ' ', '很', ' ', '不错', ' ', ' ', '还', ' ', '可以', ' ', '踩', '脚', ' ', ' ', ' ', '服务', ' ', '很', ' ', '好', ' ']","['老妈', ' ', '穿', ' ', ' ', ' ', '喜欢', ' ', ' ', '东西', ' ', ' ', ' ', ' ', ' ', '物美价廉', ' ', ' ', '邻居', ' ', ' ', '想', ' ', ' ', ' ', '条', ' ', ' ', ' ', ' ', '不错', ' ', ' ', ' ', ' ', '踩', '脚', ' ', ' ', ' ', '服务', ' ', ' ', ' ']",2,Positive
i25,u85,我 只能 说 ， 太 好 了 ， 比 我 之前 买 的 都 好 ， 冬天 不用 担心 脚踝 漏 出来 了 ， 打算 天气 凉 了 再 入手 一 条 ,2014-09-28 18:12:39,我 只能 说  太 好 了  比 我 之前 买 的 都 好  冬天 不用 担心 脚踝 漏 出来 了  打算 天气 凉 了 再 入手 一 条 ,"['我', ' ', '只能', ' ', '说', ' ', ' ', '太', ' ', '好', ' ', '了', ' ', ' ', '比', ' ', '我', ' ', '之前', ' ', '买', ' ', '的', ' ', '都', ' ', '好', ' ', ' ', '冬天', ' ', '不用', ' ', '担心', ' ', '脚踝', ' ', '漏', ' ', '出来', ' ', '了', ' ', ' ', '打算', ' ', '天气', ' ', '凉', ' ', '了', ' ', '再', ' ', '入手', ' ', '一', ' ', '条', ' ']","[' ', '只能', ' ', '说', ' ', ' ', '太', ' ', ' ', ' ', ' ', ' ', ' ', '之前', ' ', '买', ' ', ' ', ' ', ' ', ' ', '冬天', ' ', '不用', ' ', '担心', ' ', '脚踝', ' ', '漏', ' ', ' ', ' ', ' ', '打算', ' ', '天气', ' ', '凉', ' ', ' ', ' ', '入手', ' ', ' ', '条', ' ']",0,Neutral
i25,u1083,  没有 想象 中 的 厚 ， 洗 了 一下 ， 不会 掉色 ,2014-09-13 18:33:43,  没有 想象 中 的 厚  洗 了 一下  不会 掉色 ,"[' ', ' ', '没有', ' ', '想象', ' ', '中', ' ', '的', ' ', '厚', ' ', ' ', '洗', ' ', '了', ' ', '一下', ' ', ' ', '不会', ' ', '掉色', ' ']","[' ', ' ', '没有', ' ', '想象', ' ', '中', ' ', ' ', '厚', ' ', ' ', '洗', ' ', ' ', '一下', ' ', ' ', '不会', ' ', '掉色', ' ']",0,Neutral
i25,u963,和 我 想象 的 不一样 ， 我 以为 是 那种 针织 的 或 仿羊毛 的 ， 结果 是 光光 的 那种 ， 有点 味道 ， 不知道 有没有 褶子 。 ,2014-09-27 23:49:24,和 我 想象 的 不一样  我 以为 是 那种 针织 的 或 仿羊毛 的  结果 是 光光 的 那种  有点 味道  不知道 有没有 褶子  ,"['和', ' ', '我', ' ', '想象', ' ', '的', ' ', '不', '一样', ' ', ' ', '我', ' ', '以为', ' ', '是', ' ', '那种', ' ', '针织', ' ', '的', ' ', '或', ' ', '仿', '羊毛', ' ', '的', ' ', ' ', '结果', ' ', '是', ' ', '光光', ' ', '的', ' ', '那种', ' ', ' ', '有点', ' ', '味道', ' ', ' ', '不', '知道', ' ', '有没有', ' ', '褶子', ' ', ' ']","[' ', ' ', '想象', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '那种', ' ', '针织', ' ', ' ', ' ', '仿', '羊毛', ' ', ' ', ' ', ' ', ' ', '光光', ' ', ' ', '那种', ' ', ' ', '有点', ' ', '味道', ' ', ' ', '知道', ' ', '有没有', ' ', '褶子', ' ', ' ']",0,Neutral
i25,u1911,  很 好 ， 物美价廉 ， 五分 ,2014-09-11 16:28:44,  很 好  物美价廉  五分 ,"[' ', ' ', '很', ' ', '好', ' ', ' ', '物美价廉', ' ', ' ', '五分', ' ']","[' ', ' ', ' ', ' ', ' ', '物美价廉', ' ', ' ', '五分', ' ']",0,Neutral
i25,u1153,看着 挺 厚 的   感觉 十 几 块 钱 挺 值 ,2014-09-22 13:34:26,看着 挺 厚 的   感觉 十 几 块 钱 挺 值 ,"['看着', ' ', '挺', ' ', '厚', ' ', '的', ' ', ' ', ' ', '感觉', ' ', '十', ' ', '几', ' ', '块', ' ', '钱', ' ', '挺', ' ', '值', ' ']","['看着', ' ', '挺', ' ', '厚', ' ', ' ', ' ', ' ', '感觉', ' ', '十', ' ', ' ', '块', ' ', '钱', ' ', '挺', ' ', '值', ' ']",0,Neutral
i250,u106,裤子 不错 ， 对 得 起 这 个 价 。 就是 我 的 裤子 前面 扣子 有点 偏 ,2014-09-10 10:48:12,裤子 不错  对 得 起 这 个 价  就是 我 的 裤子 前面 扣子 有点 偏 ,"['裤子', ' ', '不错', ' ', ' ', '对', ' ', '得', ' ', '起', ' ', '这', ' ', '个', ' ', '价', ' ', ' ', '就是', ' ', '我', ' ', '的', ' ', '裤子', ' ', '前面', ' ', '扣子', ' ', '有点', ' ', '偏', ' ']","['裤子', ' ', '不错', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '价', ' ', ' ', ' ', ' ', ' ', '裤子', ' ', '前面', ' ', '扣子', ' ', '有点', ' ', '偏', ' ']",1,Positive
i250,u215,  不好意思 ， 评论 晚 了 。 宝贝 没 穿过 ， 看 起来 一点 都 不 纯白 ， 有 杂色 。 勉强 中 评 吧 。 ,2014-09-10 16:09:19,  不好意思  评论 晚 了  宝贝 没 穿过  看 起来 一点 都 不 纯白  有 杂色  勉强 中 评 吧  ,"[' ', ' ', '不好意思', ' ', ' ', '评论', ' ', '晚', ' ', '了', ' ', ' ', '宝贝', ' ', '没', ' ', '穿过', ' ', ' ', '看', ' ', '起来', ' ', '一点', ' ', '都', ' ', '不', ' ', '纯白', ' ', ' ', '有', ' ', '杂色', ' ', ' ', '勉强', ' ', '中', ' ', '评', ' ', '吧', ' ', ' ']","[' ', ' ', '不好意思', ' ', ' ', '评论', ' ', '晚', ' ', ' ', ' ', '宝贝', ' ', '没', ' ', '穿过', ' ', ' ', ' ', '起来', ' ', '一点', ' ', ' ', ' ', '纯白', ' ', ' ', ' ', '杂色', ' ', ' ', '勉强', ' ', '中', ' ', '评', ' ', ' ', ' ']",0,Neutral
i250,u1781,真是 太 差劲 了 ， 裤子 根本 没 办法 穿 ， 还 不如 地摊 货 ～ ～ ,2014-09-16 18:52:02,真是 太 差劲 了  裤子 根本 没 办法 穿  还 不如 地摊 货   ,"['真是', ' ', '太', ' ', '差劲', ' ', '了', ' ', ' ', '裤子', ' ', '根本', ' ', '没', ' ', '办法', ' ', '穿', ' ', ' ', '还', ' ', '不如', ' ', '地摊', ' ', '货', ' ', ' ', ' ']","['真是', ' ', '太', ' ', '差劲', ' ', ' ', ' ', '裤子', ' ', '根本', ' ', '没', ' ', '办法', ' ', '穿', ' ', ' ', ' ', ' ', '地摊', ' ', '货', ' ', ' ', ' ']",0,Neutral
i250,u262,  裤子 很 好 ， 很 合 穿 ， 漂亮 ， 下次 还 会 再 来 ,2014-09-30 21:58:24,  裤子 很 好  很 合 穿  漂亮  下次 还 会 再 来 ,"[' ', ' ', '裤子', ' ', '很', ' ', '好', ' ', ' ', '很', ' ', '合', ' ', '穿', ' ', ' ', '漂亮', ' ', ' ', '下次', ' ', '还', ' ', '会', ' ', '再', ' ', '来', ' ']","[' ', ' ', '裤子', ' ', ' ', ' ', ' ', ' ', '合', ' ', '穿', ' ', ' ', '漂亮', ' ', ' ', '下次', ' ', ' ', '会', ' ', ' ', ' ']",0,Neutral
i250,u1313,蓝色 的 稍稍 有些 色差   总体 效果 不错   做工 裤型 都 很 好   很 超值 ,2014-09-10 07:21:51,蓝色 的 稍稍 有些 色差   总体 效果 不错   做工 裤型 都 很 好   很 超值 ,"['蓝色', ' ', '的', ' ', '稍稍', ' ', '有些', ' ', '色差', ' ', ' ', ' ', '总体', ' ', '效果', ' ', '不错', ' ', ' ', ' ', '做工', ' ', '裤型', ' ', '都', ' ', '很', ' ', '好', ' ', ' ', ' ', '很', ' ', '超值', ' ']","['蓝色', ' ', ' ', '稍稍', ' ', ' ', '色差', ' ', ' ', ' ', '总体', ' ', '效果', ' ', '不错', ' ', ' ', ' ', '做工', ' ', '裤型', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '超值', ' ']",1,Positive
i251,u1421,真心 很 漂亮 啊 ， 质量 也 很 好 的 ， 穿着 很 舒服 ,2014-09-22 09:03:21,真心 很 漂亮 啊  质量 也 很 好 的  穿着 很 舒服 ,"['真心', ' ', '很', ' ', '漂亮', ' ', '啊', ' ', ' ', '质量', ' ', '也', ' ', '很', ' ', '好', ' ', '的', ' ', ' ', '穿着', ' ', '很', ' ', '舒服', ' ']","['真心', ' ', ' ', '漂亮', ' ', ' ', ' ', '质量', ' ', ' ', ' ', ' ', ' ', ' ', '穿着', ' ', ' ', '舒服', ' ']",0,Neutral
i251,u362,颜色 不 太 满意 ， 总体 还 可以 ， 送 了 小 礼物 。 ,2014-09-30 09:16:00,颜色 不 太 满意  总体 还 可以  送 了 小 礼物  ,"['颜色', ' ', '不', ' ', '太', ' ', '满意', ' ', ' ', '总体', ' ', '还', ' ', '可以', ' ', ' ', '送', ' ', '了', ' ', '小', ' ', '礼物', ' ', ' ']","['颜色', ' ', ' ', '太', ' ', '满意', ' ', ' ', '总体', ' ', ' ', ' ', ' ', '送', ' ', ' ', ' ', '礼物', ' ', ' ']",1,Positive
i251,u158,非常 好 的 一 款 ， 裤型 也 蛮 好 的 ， 质量超好 ， 我 买 的 大 了 一号 ， 不过 还是 很 满意 。 ,2014-09-11 23:59:44,非常 好 的 一 款  裤型 也 蛮 好 的  质量超好  我 买 的 大 了 一号  不过 还是 很 满意  ,"['非常', ' ', '好', ' ', '的', ' ', '一', ' ', '款', ' ', ' ', '裤型', ' ', '也', ' ', '蛮', ' ', '好', ' ', '的', ' ', ' ', '质量', '超好', ' ', ' ', '我', ' ', '买', ' ', '的', ' ', '大', ' ', '了', ' ', '一号', ' ', ' ', '不过', ' ', '还是', ' ', '很', ' ', '满意', ' ', ' ']","['非常', ' ', ' ', ' ', ' ', '款', ' ', ' ', '裤型', ' ', ' ', '蛮', ' ', ' ', ' ', ' ', '质量', '超好', ' ', ' ', ' ', '买', ' ', ' ', ' ', ' ', '一号', ' ', ' ', ' ', ' ', ' ', '满意', ' ', ' ']",1,Positive
i251,u1618,真心 不错 ， 朋友 都 觉得 很 好 ， 还 会 继续 光临 的 ， ,2014-09-27 23:00:07,真心 不错  朋友 都 觉得 很 好  还 会 继续 光临 的  ,"['真心', ' ', '不错', ' ', ' ', '朋友', ' ', '都', ' ', '觉得', ' ', '很', ' ', '好', ' ', ' ', '还', ' ', '会', ' ', '继续', ' ', '光临', ' ', '的', ' ', ' ']","['真心', ' ', '不错', ' ', ' ', '朋友', ' ', ' ', '觉得', ' ', ' ', ' ', ' ', ' ', '会', ' ', '继续', ' ', '光临', ' ', ' ', ' ']",1,Positive
i251,u908,质量 挺好 的 ， 穿 起来 效果 不错 ,2014-09-23 12:33:47,质量 挺好 的  穿 起来 效果 不错 ,"['质量', ' ', '挺', '好', ' ', '的', ' ', ' ', '穿', ' ', '起来', ' ', '效果', ' ', '不错', ' ']","['质量', ' ', '挺', ' ', ' ', ' ', '穿', ' ', '起来', ' ', '效果', ' ', '不错', ' ']",1,Positive
i252,u1988,质量 跟 之前 买 的 是 一样 的 ， 面料 薄厚 适中 ， 手感 不错 ， 做工 车线 整齐 ， 很 满意 ！ 牛仔裤 以后 就 在 这 买 了 ！ ,2014-09-11 10:28:55,质量 跟 之前 买 的 是 一样 的  面料 薄厚 适中  手感 不错  做工 车线 整齐  很 满意  牛仔裤 以后 就 在 这 买 了  ,"['质量', ' ', '跟', ' ', '之前', ' ', '买', ' ', '的', ' ', '是', ' ', '一样', ' ', '的', ' ', ' ', '面料', ' ', '薄厚', ' ', '适中', ' ', ' ', '手感', ' ', '不错', ' ', ' ', '做工', ' ', '车线', ' ', '整齐', ' ', ' ', '很', ' ', '满意', ' ', ' ', '牛仔裤', ' ', '以后', ' ', '就', ' ', '在', ' ', '这', ' ', '买', ' ', '了', ' ', ' ']","['质量', ' ', ' ', '之前', ' ', '买', ' ', ' ', ' ', ' ', ' ', ' ', '面料', ' ', '薄厚', ' ', '适中', ' ', ' ', '手感', ' ', '不错', ' ', ' ', '做工', ' ', '车线', ' ', '整齐', ' ', ' ', ' ', '满意', ' ', ' ', '牛仔裤', ' ', '以后', ' ', ' ', ' ', ' ', '买', ' ', ' ', ' ']",2,Positive
i252,u355,很 不错 哦   性价比 很 高   又 追 了 3 条   哈哈 ,2014-09-02 13:25:45,很 不错 哦   性价比 很 高   又 追 了  条   哈哈 ,"['很', ' ', '不错', ' ', '哦', ' ', ' ', ' ', '性价比', ' ', '很', ' ', '高', ' ', ' ', ' ', '又', ' ', '追', ' ', '了', ' ', ' ', '条', ' ', ' ', ' ', '哈哈', ' ']","[' ', '不错', ' ', ' ', ' ', ' ', '性价比', ' ', ' ', '高', ' ', ' ', ' ', ' ', '追', ' ', ' ', ' ', '条', ' ', ' ', ' ', ' ']",1,Positive
i252,u2298,宝贝 很 满意 ， 本来 牛仔裤 没 什么 样式 主要 看 版型 ， 虽然 是 大码 ， 穿 上 还是 很 有型 。 ? ,2014-09-28 07:09:33,宝贝 很 满意  本来 牛仔裤 没 什么 样式 主要 看 版型  虽然 是 大码  穿 上 还是 很 有型   ,"['宝贝', ' ', '很', ' ', '满意', ' ', ' ', '本来', ' ', '牛仔裤', ' ', '没', ' ', '什么', ' ', '样式', ' ', '主要', ' ', '看', ' ', '版型', ' ', ' ', '虽然', ' ', '是', ' ', '大码', ' ', ' ', '穿', ' ', '上', ' ', '还是', ' ', '很', ' ', '有型', ' ', ' ', ' ']","['宝贝', ' ', ' ', '满意', ' ', ' ', '本来', ' ', '牛仔裤', ' ', '没', ' ', ' ', '样式', ' ', '主要', ' ', ' ', '版型', ' ', ' ', ' ', ' ', '大码', ' ', ' ', '穿', ' ', ' ', ' ', ' ', '有型', ' ', ' ', ' ']",1,Positive
i252,u1156,将就 ， 大腿 有些 紧 ， 他人 胖 了 。 ,2014-09-05 08:22:38,将就  大腿 有些 紧  他人 胖 了  ,"['将', '就', ' ', ' ', '大腿', ' ', '有些', ' ', '紧', ' ', ' ', '他人', ' ', '胖', ' ', '了', ' ', ' ']","[' ', ' ', '大腿', ' ', ' ', '紧', ' ', ' ', ' ', '胖', ' ', ' ', ' ']",0,Neutral
i252,u313,我 已经 是 第二 次 买 了 ， 一如既往 的 好 。 性价比 高 ， 大爱   很 好 的 卖家 ,2014-09-26 14:47:53,我 已经 是 第二 次 买 了  一如既往 的 好  性价比 高  大爱   很 好 的 卖家 ,"['我', ' ', '已经', ' ', '是', ' ', '第二', ' ', '次', ' ', '买', ' ', '了', ' ', ' ', '一如既往', ' ', '的', ' ', '好', ' ', ' ', '性价比', ' ', '高', ' ', ' ', '大爱', ' ', ' ', ' ', '很', ' ', '好', ' ', '的', ' ', '卖家', ' ']","[' ', '已经', ' ', ' ', '第二', ' ', '次', ' ', '买', ' ', ' ', ' ', '一如既往', ' ', ' ', ' ', ' ', '性价比', ' ', '高', ' ', ' ', '大爱', ' ', ' ', ' ', ' ', ' ', ' ', '卖家', ' ']",0,Neutral
i252,u723,裤子 很 不错 ， 大小 非常 合适 ， 下次 还 会 来 ！ ,2014-09-02 14:07:32,裤子 很 不错  大小 非常 合适  下次 还 会 来  ,"['裤子', ' ', '很', ' ', '不错', ' ', ' ', '大小', ' ', '非常', ' ', '合适', ' ', ' ', '下次', ' ', '还', ' ', '会', ' ', '来', ' ', ' ']","['裤子', ' ', ' ', '不错', ' ', ' ', '大小', ' ', '非常', ' ', '合适', ' ', ' ', '下次', ' ', ' ', '会', ' ', ' ', ' ']",1,Positive
i253,u1370,不错 真 的 很 好 ！ 五分 ！ ,2014-09-28 19:34:46,不错 真 的 很 好  五分  ,"['不错', ' ', '真', ' ', '的', ' ', '很', ' ', '好', ' ', ' ', '五分', ' ', ' ']","['不错', ' ', '真', ' ', ' ', ' ', ' ', ' ', '五分', ' ', ' ']",1,Positive
i254,u1486,衣衣 很 不错 ， 很 厚 ， 手感 很 好 ， 全 五星 好评 ,2014-09-25 09:11:08,衣衣 很 不错  很 厚  手感 很 好  全 五星 好评 ,"['衣衣', ' ', '很', ' ', '不错', ' ', ' ', '很', ' ', '厚', ' ', ' ', '手感', ' ', '很', ' ', '好', ' ', ' ', '全', ' ', '五星', ' ', '好评', ' ']","['衣衣', ' ', ' ', '不错', ' ', ' ', ' ', '厚', ' ', ' ', '手感', ' ', ' ', ' ', ' ', '全', ' ', '五星', ' ', '好评', ' ']",1,Positive
i254,u2497,东西   很 好   穿着 大小 正 合适 ， 看 起来 很 暖和 哦 ！ 有 需要 一定 再 来   很 好 ,2014-09-26 14:56:10,东西   很 好   穿着 大小 正 合适  看 起来 很 暖和 哦  有 需要 一定 再 来   很 好 ,"['东西', ' ', ' ', ' ', '很', ' ', '好', ' ', ' ', ' ', '穿着', ' ', '大小', ' ', '正', ' ', '合适', ' ', ' ', '看', ' ', '起来', ' ', '很', ' ', '暖和', ' ', '哦', ' ', ' ', '有', ' ', '需要', ' ', '一定', ' ', '再', ' ', '来', ' ', ' ', ' ', '很', ' ', '好', ' ']","['东西', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '穿着', ' ', '大小', ' ', '正', ' ', '合适', ' ', ' ', ' ', '起来', ' ', ' ', '暖和', ' ', ' ', ' ', ' ', '需要', ' ', '一定', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0,Neutral
i254,u1914,做工 不错 。 就是 面料 摸 起来 不 舒服 ,2014-09-23 08:17:09,做工 不错  就是 面料 摸 起来 不 舒服 ,"['做工', ' ', '不错', ' ', ' ', '就是', ' ', '面料', ' ', '摸', ' ', '起来', ' ', '不', ' ', '舒服', ' ']","['做工', ' ', '不错', ' ', ' ', ' ', '面料', ' ', '摸', ' ', '起来', ' ', ' ', '舒服', ' ']",1,Positive
i254,u1164,衣服 很 好 物流 也 很快 呢 ,2014-09-26 17:01:08,衣服 很 好 物流 也 很快 呢 ,"['衣服', ' ', '很', ' ', '好', ' ', '物流', ' ', '也', ' ', '很快', ' ', '呢', ' ']","['衣服', ' ', ' ', ' ', '物流', ' ', ' ', '很快', ' ', ' ']",0,Neutral
i254,u1884,收到 货品 感觉 买 值 了 ， 就是 掉 颜色 ， 不过 比 起 价位 衣服 还是 不错 的 ！ ,2014-09-25 13:02:21,收到 货品 感觉 买 值 了  就是 掉 颜色  不过 比 起 价位 衣服 还是 不错 的  ,"['收到', ' ', '货品', ' ', '感觉', ' ', '买', ' ', '值', ' ', '了', ' ', ' ', '就是', ' ', '掉', ' ', '颜色', ' ', ' ', '不过', ' ', '比', ' ', '起', ' ', '价位', ' ', '衣服', ' ', '还是', ' ', '不错', ' ', '的', ' ', ' ']","['收到', ' ', '货品', ' ', '感觉', ' ', '买', ' ', '值', ' ', ' ', ' ', ' ', '掉', ' ', '颜色', ' ', ' ', ' ', ' ', ' ', '价位', ' ', '衣服', ' ', ' ', '不错', ' ', ' ', ' ']",1,Positive
i254,u2596,衣服 料子 很 好 ， 上 身 也 很 不错 ， 超出 预想 。 发货 也 超 快 ！ 客服 森森 态度 不错 ~ 推荐 的 尺码 很 合适 ！ 推荐 购买 ！ ,2014-09-24 12:36:18,衣服 料子 很 好  上 身 也 很 不错  超出 预想  发货 也 超 快  客服 森森 态度 不错  推荐 的 尺码 很 合适  推荐 购买  ,"['衣服', ' ', '料子', ' ', '很', ' ', '好', ' ', ' ', '上', ' ', '身', ' ', '也', ' ', '很', ' ', '不错', ' ', ' ', '超出', ' ', '预想', ' ', ' ', '发货', ' ', '也', ' ', '超', ' ', '快', ' ', ' ', '客服', ' ', '森森', ' ', '态度', ' ', '不错', ' ', ' ', '推荐', ' ', '的', ' ', '尺码', ' ', '很', ' ', '合适', ' ', ' ', '推荐', ' ', '购买', ' ', ' ']","['衣服', ' ', '料子', ' ', ' ', ' ', ' ', ' ', '身', ' ', ' ', ' ', '不错', ' ', ' ', '超出', ' ', '预想', ' ', ' ', '发货', ' ', ' ', '超', ' ', '快', ' ', ' ', '客服', ' ', '森森', ' ', '态度', ' ', '不错', ' ', ' ', '推荐', ' ', ' ', '尺码', ' ', ' ', '合适', ' ', ' ', '推荐', ' ', '购买', ' ', ' ']",4,Positive
i254,u1626,料子 好 ， 颜色 也 很 好 ， 给 同事 买 的 ， 他 很 喜欢 ， 推荐 购买   5 分 ,2014-09-26 10:08:44,料子 好  颜色 也 很 好  给 同事 买 的  他 很 喜欢  推荐 购买    分 ,"['料子', ' ', '好', ' ', ' ', '颜色', ' ', '也', ' ', '很', ' ', '好', ' ', ' ', '给', ' ', '同事', ' ', '买', ' ', '的', ' ', ' ', '他', ' ', '很', ' ', '喜欢', ' ', ' ', '推荐', ' ', '购买', ' ', ' ', ' ', ' ', '分', ' ']","['料子', ' ', ' ', ' ', '颜色', ' ', ' ', ' ', ' ', ' ', ' ', '同事', ' ', '买', ' ', ' ', ' ', ' ', ' ', '喜欢', ' ', ' ', '推荐', ' ', '购买', ' ', ' ', ' ', ' ', '分', ' ']",2,Positive
i254,u2462,颜色 很 正   图 物 相符   大小 合适   手感 很 好   做工 细致   物流 很快   服务 很 好   价格 实惠   物超所值   东西 很 正经   价格 很 惊 爆 ,2014-09-27 13:25:39,颜色 很 正   图 物 相符   大小 合适   手感 很 好   做工 细致   物流 很快   服务 很 好   价格 实惠   物超所值   东西 很 正经   价格 很 惊 爆 ,"['颜色', ' ', '很', ' ', '正', ' ', ' ', ' ', '图', ' ', '物', ' ', '相符', ' ', ' ', ' ', '大小', ' ', '合适', ' ', ' ', ' ', '手感', ' ', '很', ' ', '好', ' ', ' ', ' ', '做工', ' ', '细致', ' ', ' ', ' ', '物流', ' ', '很快', ' ', ' ', ' ', '服务', ' ', '很', ' ', '好', ' ', ' ', ' ', '价格', ' ', '实惠', ' ', ' ', ' ', '物超所值', ' ', ' ', ' ', '东西', ' ', '很', ' ', '正经', ' ', ' ', ' ', '价格', ' ', '很', ' ', '惊', ' ', '爆', ' ']","['颜色', ' ', ' ', '正', ' ', ' ', ' ', '图', ' ', '物', ' ', '相符', ' ', ' ', ' ', '大小', ' ', '合适', ' ', ' ', ' ', '手感', ' ', ' ', ' ', ' ', ' ', '做工', ' ', '细致', ' ', ' ', ' ', '物流', ' ', '很快', ' ', ' ', ' ', '服务', ' ', ' ', ' ', ' ', ' ', '价格', ' ', '实惠', ' ', ' ', ' ', '物超所值', ' ', ' ', ' ', '东西', ' ', ' ', '正经', ' ', ' ', ' ', '价格', ' ', ' ', '惊', ' ', '爆', ' ']",0,Neutral
i254,u2166,  衣服 质量 挺好 的 ， 也 挺 厚 的 ， 很 喜欢 ， 准备 在 买 一 件 ， 给 老公 换洗 用 ,2014-09-23 13:14:12,  衣服 质量 挺好 的  也 挺 厚 的  很 喜欢  准备 在 买 一 件  给 老公 换洗 用 ,"[' ', ' ', '衣服', ' ', '质量', ' ', '挺', '好', ' ', '的', ' ', ' ', '也', ' ', '挺', ' ', '厚', ' ', '的', ' ', ' ', '很', ' ', '喜欢', ' ', ' ', '准备', ' ', '在', ' ', '买', ' ', '一', ' ', '件', ' ', ' ', '给', ' ', '老公', ' ', '换洗', ' ', '用', ' ']","[' ', ' ', '衣服', ' ', '质量', ' ', '挺', ' ', ' ', ' ', ' ', '挺', ' ', '厚', ' ', ' ', ' ', ' ', '喜欢', ' ', ' ', '准备', ' ', ' ', '买', ' ', ' ', '件', ' ', ' ', ' ', '老公', ' ', '换洗', ' ', ' ']",1,Positive
i254,u711,衣服 质量 很 好 ， 做工 也 不错 ， 穿 在 身上 很 暖和 ， 全 5 分 ！ ,2014-09-25 16:05:37,衣服 质量 很 好  做工 也 不错  穿 在 身上 很 暖和  全  分  ,"['衣服', ' ', '质量', ' ', '很', ' ', '好', ' ', ' ', '做工', ' ', '也', ' ', '不错', ' ', ' ', '穿', ' ', '在', ' ', '身上', ' ', '很', ' ', '暖和', ' ', ' ', '全', ' ', ' ', '分', ' ', ' ']","['衣服', ' ', '质量', ' ', ' ', ' ', ' ', '做工', ' ', ' ', '不错', ' ', ' ', '穿', ' ', ' ', '身上', ' ', ' ', '暖和', ' ', ' ', '全', ' ', ' ', '分', ' ', ' ']",1,Positive
